代碼,商品,新聞內容,日期
2034,允強,不鏽鋼廠利多 營運喊衝,2022/12/7
2301,光寶科,光寶科 40億讓售影像事業,2022/12/7
2308,台達電,台股2023展望 瑞銀按讚,2022/12/7
2330,台積電,台股2023展望 瑞銀按讚,2022/12/7
2338,光罩,光罩滿手單 報價喊漲,2022/12/7
2454,聯發科,台股2023展望 瑞銀按讚,2022/12/7
3008,大立光,台股2023展望 瑞銀按讚,2022/12/7
3023,信邦,台股2023展望 瑞銀按讚,2022/12/7
3491,昇達科,昇達科 衛星產品上太空,2022/12/7
4137,麗豐-KY,麗豐-KY /佐登-KY 搶美麗商機,2022/12/7
4190,佐登-KY,麗豐-KY /佐登-KY 搶美麗商機,2022/12/7
5871,中租-KY,台股2023展望 瑞銀按讚,2022/12/7
6415,矽力*-KY,台股2023展望 瑞銀按讚,2022/12/7
1519,華城,華城營運 三引擎熱轉,2022/12/6
1785,光洋科,貴金屬大漲 光洋科吃補,2022/12/6
2330,台積電,台積電先進製程 台美跨步走,2022/12/6
3081,聯亞,聯亞11月營收增2% 新高,2022/12/6
3443,創意,創意營收 連四月創高,2022/12/6
5274,信驊,信驊 寫同期最佳紀錄,2022/12/6
1409,新纖,新纖攻高值化應用 淨利率拚翻倍,2022/12/5
1477,聚陽,聚陽 本季樂觀,2022/12/5
1605,華新,華新 明年營收看增二成,2022/12/5
2002,中鋼,中鋼：Q2拐點向上,2022/12/5
2303,聯電,大廠防斷鏈 掀晶片製造去中化,2022/12/5
2317,鴻海,鴻海威州廠伺服器產能 滿載,2022/12/5
2481,強茂,台功率元件馳援Tesla 強茂切入資通訊娛樂系統,2022/12/5
2498,宏達電,宏達電VR事業 傳赴美掛牌,2022/12/5
2603,長榮,跌幅縮小 貨櫃運價回穩露曙光,2022/12/5
2609,陽明,跌幅縮小 貨櫃運價回穩露曙光,2022/12/5
2615,萬海,跌幅縮小 貨櫃運價回穩露曙光,2022/12/5
2634,漢翔,無人機國家隊 漢翔報名,2022/12/5
3023,信邦,信邦 上月營收創新高,2022/12/5
3035,智原,特殊IC三雄 年營收拚新高,2022/12/5
3443,創意,特殊IC三雄 年營收拚新高,2022/12/5
3576,聯合再生,陸太陽能廠洗產地 遭美盯上,2022/12/5
3661,世芯-KY,特殊IC三雄 年營收拚新高,2022/12/5
6244,茂迪,陸太陽能廠洗產地 遭美盯上,2022/12/5
6441,廣錠,廣錠儲能訂單 報捷,2022/12/5
6443,元晶,陸太陽能廠洗產地 遭美盯上,2022/12/5
6770,力積電,大廠防斷鏈 掀晶片製造去中化,2022/12/5
8028,昇陽半導體,昇陽半導體 下季業績拚創高,2022/12/5
8499,鼎炫-KY,鼎炫-KY 全年獲利可望站高崗,2022/12/5
1301,台塑,PE報價揚 台塑/台聚利多,2022/12/2
1304,台聚,PE報價揚 台塑/台聚利多,2022/12/2
2015,豐興,豐興 再漲廢鋼收購價,2022/12/2
2317,鴻海,鴻海電動車代工 磁吸四大咖,2022/12/2
2352,佳世達,明基佳世達醫療艦隊 2023持續發威,2022/12/2
2353,宏碁,雙A多元布局 攻智慧醫療市場,2022/12/2
2357,華碩,雙A多元布局 攻智慧醫療市場,2022/12/2
2926,誠品生活,誠品生活跨步插旗馬來西亞 東南亞首家,2022/12/2
5351,鈺創,Type C商機 威鋒電子/創惟/鈺創添動能,2022/12/2
5392,能率,能率樂觀車用業務 可望打入更多供應鏈,2022/12/2
6104,創惟,Type C商機 威鋒電子/創惟/鈺創添動能,2022/12/2
6756,威鋒電子,Type C商機 威鋒電子/創惟/鈺創添動能,2022/12/2
8422,可寧衛,可寧衛 Q4業績有望攀峰,2022/12/2
9941,裕融,裕融 奪星國充電樁標案,2022/12/2
1409,新纖,新纖 強攻車用材料,2022/12/1
1589,永冠-KY,風力發電帶勁 再突破1GW,2022/12/1
1590,亞德客-KY,機械業 明年Q2看見春燕,2022/12/1
1605,華新,華新 不銹鋼盤價大漲,2022/12/1
2031,新光鋼,風力發電帶勁 再突破1GW,2022/12/1
2049,上銀,機械業 明年Q2看見春燕,2022/12/1
2460,建通,建通 明年獲利將好轉,2022/12/1
2707,晶華,解封效益發酵 晶華獲利喜迎成長期,2022/12/1
3037,欣興,ABF載板三雄 高盛力挺,2022/12/1
3189,景碩,ABF載板三雄 高盛力挺,2022/12/1
3708,上緯投控,風力發電帶勁 再突破1GW,2022/12/1
4526,東台,機械業 明年Q2看見春燕,2022/12/1
4576,大銀微系統,機械業 明年Q2看見春燕,2022/12/1
4938,和碩,高階i14代工 和碩首度接單,2022/12/1
5351,鈺創,鈺創報喜 接單大爆發,2022/12/1
5351,鈺創,鈺創盧超群：U型反轉明年Q3啟動,2022/12/1
6234,高僑,高僑開發第二代飛梭車 明年接單比今年好,2022/12/1
6244,茂迪,茂迪砸10億 升級兩岸產線,2022/12/1
6288,聯嘉,明年美國新廠轉盈 聯嘉13款新車訂單排隊量產,2022/12/1
6609,瀧澤科,機械業 明年Q2看見春燕,2022/12/1
6806,森崴能源,森崴能源拚成長 攻綠電銷售,2022/12/1
8046,南電,ABF載板三雄 高盛力挺,2022/12/1
9958,世紀鋼,風力發電帶勁 再突破1GW,2022/12/1
1215,卜蜂,卜蜂 明年上半年看旺,2022/11/30
2201,裕隆,裕隆拚研發 新車上秀,2022/11/30
2317,鴻海,戴爾新品來了 台鏈沾光,2022/11/30
2337,旺宏,美國 擬進一步圍堵大陸晶片,2022/11/30
2344,華邦電,美國 擬進一步圍堵大陸晶片,2022/11/30
2356,英業達,戴爾新品來了 台鏈沾光,2022/11/30
2376,技嘉,伺服器市況火熱 傳技嘉首奪惠普大單,2022/11/30
2382,廣達,VR裝置出貨看增 台鏈歡呼,2022/11/30
2387,精元,精元 今年營運挑戰雙高,2022/11/30
2408,南亞科,記憶體現貨跌幅收斂 調整近尾聲,2022/11/30
2606,裕民,BCI大漲 裕民/慧洋-KY轉運,2022/11/30
2610,華航,航空雙雄 下季唱旺,2022/11/30
2618,長榮航,航空雙雄 下季唱旺,2022/11/30
2637,慧洋-KY,BCI大漲 裕民/慧洋-KY轉運,2022/11/30
3231,緯創,戴爾新品來了 台鏈沾光,2022/11/30
3260,威剛,記憶體現貨跌幅收斂 調整近尾聲,2022/11/30
3406,玉晶光,VR裝置出貨看增 台鏈歡呼,2022/11/30
3714,富采,VR裝置出貨看增 台鏈歡呼,2022/11/30
4916,事欣科,事欣科奪大單 積極擴產因應,2022/11/30
4938,和碩,VR裝置出貨看增 台鏈歡呼,2022/11/30
6591,動力-KY,動力-KY樂觀業績 拚逐季揚,2022/11/30
6672,騰輝電子-KY,騰輝電子-KY：CCL最壞情況已過,2022/11/30
6708,天擎,天擎 雲端相關業務看俏,2022/11/30
1598,岱宇,岱宇 訂單滿到2024年,2022/11/29
1626,艾美特-KY,艾美特-KY 明年毛利率看增,2022/11/29
2015,豐興,六周首見 豐興開漲盤,2022/11/29
2881,富邦金,富邦金：明年市場撥雲見日,2022/11/29
3025,星通,網通廠 搶軍工商機,2022/11/29
3704,合勤控,網通廠 搶軍工商機,2022/11/29
6160,欣技,欣技 奪電商專案大單,2022/11/29
無,大綜,大綜 今年業績將創高,2022/11/28
1210,大成,禽流感肆虐 美蛋價漲不停,2022/11/28
1476,儒鴻,成衣製鞋族群 後市俏,2022/11/28
2201,裕隆,和泰車/裕隆 今年擺平產險損失,2022/11/28
2207,和泰車,和泰車/裕隆 今年擺平產險損失,2022/11/28
2342,茂矽,朋程加碼茂矽 攻車用,2022/11/28
2364,倫飛,倫飛業績 看小幅成長,2022/11/28
2436,偉詮電,偉詮電 本季拚轉盈,2022/11/28
2597,潤弘,潤弘 今年業績拚新高,2022/11/28
3025,星通,普萊德/星通 展望樂觀,2022/11/28
3218,大學光,大學光 可望賺進一股本,2022/11/28
3591,艾笛森,艾笛森強攻車用 出貨旺,2022/11/28
4114,健喬,健喬衝併購 年營收挑戰百億,2022/11/28
4927,泰鼎-KY,泰鼎-KY /臻鼎-KY 明年動能強,2022/11/28
4958,臻鼎-KY,泰鼎-KY /臻鼎-KY 明年動能強,2022/11/28
4966,譜瑞-KY,大摩看PC半導體 唱旺譜瑞-KY ,2022/11/28
5244,弘凱,弘凱轉型 搶攻車用光源IC商機,2022/11/28
6263,普萊德,普萊德/星通 展望樂觀,2022/11/28
6680,鑫創電子,鑫創電子營收 拚逐年走揚,2022/11/28
8390,金益鼎,金益鼎進擊 將建新廠,2022/11/28
8478,東哥遊艇,東哥遊艇 訂單看到2025年,2022/11/28
9802,鈺齊-KY,成衣製鞋族群 後市俏,2022/11/28
1301,台塑,PE漲價 台塑/台聚利多,2022/11/25
1304,台聚,PE漲價 台塑/台聚利多,2022/11/25
1795,美時,美時前十月EPS估11.4元 血癌學名藥攻美報捷,2022/11/25
1810,和成,和成 明年營運持穩,2022/11/25
2357,華碩,大陸顯示卡漲價 台廠沾光,2022/11/25
2362,藍天,藍天 迎耶誕檔期急單,2022/11/25
2376,技嘉,大陸顯示卡漲價 台廠沾光,2022/11/25
2377,微星,大陸顯示卡漲價 台廠沾光,2022/11/25
2392,正崴,正崴三引擎熱轉 明年營收衝千億,2022/11/25
5388,中磊,中磊明年訂單全到手 樂觀營運成長,2022/11/25
6668,中揚光,中揚光 明年營運展望正向看待,2022/11/25
1342,八貫,八貫 訂單滿到明年Q1,2022/11/24
2618,長榮航,長榮航 唱旺明年客運,2022/11/24
3691,碩禾,碩禾攻電動車商機 旗下芯和規劃重慶設廠,2022/11/24
5258,虹堡,虹堡 訂單能見度看到下季,2022/11/24
6441,廣錠,廣錠 明年營運優於今年,2022/11/24
6533,晶心科,晶心科報喜 獲車用認證,2022/11/24
1313,聯成,聯成看好PVC景氣 拚擴產,2022/11/23
1477,聚陽,聚陽：最壞狀況已過,2022/11/23
1785,光洋科,光洋科 3奈米靶材出貨,2022/11/23
2330,台積電,英特爾晶圓代工舵手 將離職,2022/11/23
2340,台亞,台亞搶商機 建置無塵室,2022/11/23
2382,廣達,廣達/緯穎 看好雲端需求,2022/11/23
2504,國產,國產南港大型開發案 動工,2022/11/23
3088,艾訊,艾訊 今年營收將創新高,2022/11/23
3324,雙鴻,雙鴻攻伺服器散熱 毛利率拉升,2022/11/23
3406,玉晶光,玉晶光 營收可望衝高,2022/11/23
4114,健喬,健喬愛克痰錠 出貨倍增,2022/11/23
5009,榮剛,榮剛 航太接單翻倍,2022/11/23
5347,世界,世界第三代半導體 傳捷報,2022/11/23
6669,緯穎,廣達/緯穎 看好雲端需求,2022/11/23
6670,復盛應用,復盛應用 今年獲利拚新高,2022/11/23
8171,天宇,天宇 今年獲利將翻倍,2022/11/23
1736,喬山,喬山 Q4營收衝百億大關,2022/11/22
2409,友達,集邦：電視面板漲勢延續,2022/11/22
2454,聯發科,聯發科 推Chromebook新晶片,2022/11/22
3034,聯詠,AMOLED替代效應未放慢 台系DDI大廠積極布局,2022/11/22
3481,群創,集邦：電視面板漲勢延續,2022/11/22
3706,神達,神達三業務給力 明年拚績增兩位數,2022/11/22
8109,博大,博大 能見度看到下季,2022/11/22
8916,光隆,光隆新訂單帶動 成衣營運大躍進,2022/11/22
6617,共信-KY,共信-KY肺癌新藥 獲陸藥證,2022/11/22
無,玖鼎電力,五業者 獲智慧電表標案,2022/11/21
1503,士電,電網建設強化 兆元商機來了,2022/11/21
1513,中興電,五業者 獲智慧電表標案,2022/11/21
1513,中興電,電網建設強化 兆元商機來了,2022/11/21
1717,長興,長興：本季獲利將提升,2022/11/21
2006,東和鋼鐵,鋼廠訂單挹注 動能增溫,2022/11/21
2015,豐興,鋼廠訂單挹注 動能增溫,2022/11/21
2308,台達電,硬體下游供應鏈 聚光,2022/11/21
2313,華通,低軌衛星應用達高標 華通2023展望樂觀,2022/11/21
2317,鴻海,鴻華先進 拚下季登創新板,2022/11/21
2330,台積電,特斯拉下單 台積電車用爆發,2022/11/21
2345,智邦,智邦 2023拚兩位數成長,2022/11/21
2353,宏碁,元宇宙發威 台廠搶商機,2022/11/21
2355,敬鵬,硬體下游供應鏈 聚光,2022/11/21
2371,大同,五業者 獲智慧電表標案,2022/11/21
2454,聯發科,元宇宙發威 台廠搶商機,2022/11/21
2498,宏達電,元宇宙發威 台廠搶商機,2022/11/21
2809,京城銀,銀行股獲利穩 股利可期,2022/11/21
2891,中信金,中信金：明年獲利會更好,2022/11/21
3008,大立光,硬體下游供應鏈 聚光,2022/11/21
3083,網龍,陸鬆綁遊戲版號 網龍受惠,2022/11/21
3152,璟德,璟德 本季營收看增一成,2022/11/21
3293,鈊象,鈊象強攻歐美 營運燒,2022/11/21
3443,創意,創意 明年營收估再創高,2022/11/21
3558,神準,神準訂單 看到明年Q3,2022/11/21
3587,閎康,閎康/汎銓 全年營運拚新高,2022/11/21
4105,東洋,東洋學名藥 在美報捷,2022/11/21
5222,全訊,全訊產能倍增 搶國防訂單,2022/11/21
5609,中菲行,中菲行迎旺季 業績看俏,2022/11/21
5876,上海商銀,銀行股獲利穩 股利可期,2022/11/21
6282,康舒,五業者 獲智慧電表標案,2022/11/21
6451,訊芯-KY,訊芯-KY攻矽光子共同封裝 越南北江廠鎖定美系客戶,2022/11/21
6830,汎銓,閎康/汎銓 全年營運拚新高,2022/11/21
8091,翔名,翔名兩岸擴產 拚成長,2022/11/21
6648,斯其大,五業者 獲智慧電表標案,2022/11/21
6696,仁新,仁新眼疾新藥 邁大步,2022/11/21
2423,固緯,經理人贈與,2022/11/21
2497,怡利電,董事贈與,2022/11/21
2497,怡利電,關係人配偶贈與,2022/11/21
2884,玉山金,關係人信託,2022/11/21
3036,文曄,代表(董事)洽特定人,2022/11/21
3036,文曄,董事洽特定人,2022/11/21
3231,緯創,經理人信託,2022/11/21
3564,其陽,經理人贈與,2022/11/21
5392,能率,大股東鉅額逐筆交易,2022/11/21
8462,柏文,經理人信託,2022/11/21
8462,柏文,經理人信託,2022/11/21
8462,柏文,經理人信託,2022/11/21
8462,柏文,董事信託,2022/11/21
8462,柏文,董事信託,2022/11/21
8462,柏文,經理人信託,2022/11/21
8462,柏文,經理人信託,2022/11/21
8462,柏文,經理人信託,2022/11/21
8462,柏文,經理人信託,2022/11/21
2317,鴻海,鴻海鄭州廠復產 官方支援總動員,2022/11/18
2330,台積電,台積電展望 大摩/高盛按讚,2022/11/18
2376,技嘉,技嘉三大業務 明年都會成長,2022/11/18
2382,廣達,雲端伺服器需求 熱呼呼,2022/11/18
2454,聯發科,台版晶片法現身 產業龍頭正面看,2022/11/18
3008,大立光,大立光看好受惠新iPhone鏡頭升級 外資翻多,2022/11/18
3025,星通,星通海外進擊 催動成長,2022/11/18
3711,日月光投控,台版晶片法現身 產業龍頭正面看,2022/11/18
5263,智崴,智崴赴美參展 搶20億商機,2022/11/18
6209,今國光,今國光獲利 拚十年最佳,2022/11/18
6245,立端,立端 明年業績拚增雙位數,2022/11/18
6669,緯穎,雲端伺服器需求 熱呼呼,2022/11/18
8069,元太,元太 明年成長趨勢不變,2022/11/18
1101,台泥,台泥電池攻歐美 再下一城,2022/11/17
1305,華夏,華夏 庫存壓力有望紓解,2022/11/17
2002,中鋼,中鋼看景氣 下季迎春燕,2022/11/17
2330,台積電,高通5G新晶片 晶圓一哥代工,2022/11/17
3217,優群,優群 明年業績拚兩位數成長,2022/11/17
3441,聯一光,聯一光 今年毛利率將創高,2022/11/17
4766,南寶,南寶 今年獲利將攀峰,2022/11/17
5388,中磊,中磊客戶拉貨動能強勁 明年營收會更好,2022/11/17
5434,崇越,崇越今年營運 將優於預期,2022/11/17
8114,振樺電,振樺電好威 全年拚賺1.5股本,2022/11/17
1336,台翰,台翰接新單 展望審慎樂觀,2022/11/16
1504,東元,東元三引擎熱轉 營運喊衝,2022/11/16
2002,中鋼,中鋼 12月確定開平盤,2022/11/16
2330,台積電,巴菲特買台積電 橋水/老虎也搶進,2022/11/16
2330,台積電,台積電 魏哲家帶頭買自家股,2022/11/16
3491,昇達科,昇達科 明年營收拚增20%,2022/11/16
3515,華擎,華擎 Q4營運觸底回升,2022/11/16
3702,大聯大,大聯大：美半導體禁令 台灣可間接受益,2022/11/16
4768,晶呈科技,晶呈科技新廠 明年Q3投產,2022/11/16
6143,振曜,振曜業績爆發 後市帶勁,2022/11/16
8420,明揚,明揚擴產 營運添動力,2022/11/16
1101,台泥,台泥：非水泥營收占比拚50%,2022/11/15
1605,華新,鎳價勁漲 華新利多,2022/11/15
1905,華紙,華紙內銷價 本季要漲15%,2022/11/15
2009,第一銅,銅價強彈 第一銅看俏,2022/11/15
2104,國際中橡,國際中橡攻海外 營運補,2022/11/15
2201,裕隆,納智捷接單熱 裕隆兩頭賺,2022/11/15
2312,金寶,金寶 海外大擴產,2022/11/15
2375,凱美,凱美 看好毛利率將反彈,2022/11/15
3008,大立光,大立光轉運 野村喊買,2022/11/15
3081,聯亞,蘋果快攻元宇宙 台鏈振奮,2022/11/15
3105,穩懋,蘋果快攻元宇宙 台鏈振奮,2022/11/15
3406,玉晶光,蘋果快攻元宇宙 台鏈振奮,2022/11/15
3504,揚明光,蘋果快攻元宇宙 台鏈振奮,2022/11/15
4938,和碩,蘋果快攻元宇宙 台鏈振奮,2022/11/15
5457,宣德,宣德Q3獲利旺 跳增七成,2022/11/15
8210,勤誠,勤誠衝業績 拚全年成長,2022/11/15
8478,東哥遊艇,東哥遊艇 前三季獲利翻倍,2022/11/15
1720,生達,生醫法說連發 題材升溫,2022/11/14
1795,美時,生醫法說連發 題材升溫,2022/11/14
2330,台積電,費半勁揚 台積電ADR報復性反彈,2022/11/14
2610,華航,大陸境管鬆綁 改採5+3,2022/11/14
2618,長榮航,大陸境管鬆綁 改採5+3,2022/11/14
3178,公準,展望強勁 ASML上修2025營收,2022/11/14
3680,家登,展望強勁 ASML上修2025營收,2022/11/14
4129,聯合,生醫法說連發 題材升溫,2022/11/14
4755,三福化,台積電建氖氣供應鏈 三福化/晶呈科技樂,2022/11/14
4768,晶呈科技,台積電建氖氣供應鏈 三福化/晶呈科技樂,2022/11/14
4915,致伸,特斯拉鏈動起來 美墨大投資,2022/11/14
4938,和碩,特斯拉鏈動起來 美墨大投資,2022/11/14
5243,乙盛-KY,特斯拉鏈動起來 美墨大投資,2022/11/14
6196,帆宣,展望強勁 ASML上修2025營收,2022/11/14
6446,藥華藥,生醫法說連發 題材升溫,2022/11/14
9904,寶成,寶成前三季每股賺5.23元 超越去年全年,2022/11/14
2206,三陽工業,三陽工業 Q3每股純益倍增,2022/11/11
2308,台達電,電動車助攻台達電 拚2023年營收達兆元,2022/11/11
2330,台積電,台積電營收 寫最光輝10月,2022/11/11
2337,旺宏,旺宏 搶下NVIDIA、高通車用大單,2022/11/11
2371,大同,大同甩包袱 Q3淨利增逾十倍,2022/11/11
2412,中華電,中華電前十月EPS 3.99元 超越財測,2022/11/11
3289,宜特,宜特布局車用 報佳音,2022/11/11
3406,玉晶光,玉晶光上季獲利創高 EPS 15.34元,2022/11/11
8046,南電,行動/TV需求回溫 南電BT載板急單現,2022/11/11
9933,中鼎,中鼎在建案量 創新高,2022/11/11
1536,和大,車市回溫 和大Q3每股賺1.17元/年增79%,2022/11/10
2314,台揚,國科會砸53億 攻太空產業,2022/11/10
2317,鴻海,鄭州航空港區解封 鴻海衝刺iPhone出貨,2022/11/10
2327,國巨,國巨迎轉機 大摩力挺,2022/11/10
2387,精元,精元前三季稅後純益 超越去年全年,2022/11/10
2439,美律,美律迎利多 訂單將成長,2022/11/10
3034,聯詠,TV急單到 大尺寸DDI進補,2022/11/10
3062,建漢,國科會砸53億 攻太空產業,2022/11/10
3221,台嘉碩,醫材/車用助攻 台嘉碩拓石英元件新格局,2022/11/10
3491,昇達科,國科會砸53億 攻太空產業,2022/11/10
3711,日月光投控,日月光投控營收 寫最強10月,2022/11/10
4916,事欣科,國科會砸53億 攻太空產業,2022/11/10
5425,台半,台半前三季每股賺5.03元 獲利翻倍成長,2022/11/10
6121,新普,新普/AES-KY Q3獲利創高,2022/11/10
6285,啟碁,啟碁明年業績 挑戰千億,2022/11/10
6781,AES-KY,新普/AES-KY Q3獲利創高,2022/11/10
1605,華新,華新報喜 10月營收創四年來新高,2022/11/9
2049,上銀,工具機業 明年Q2春燕報到,2022/11/9
2231,為升,為升大擴產 要砸25億元,2022/11/9
2317,鴻海,鴻海攻電動皮卡 再跨大步,2022/11/9
2357,華碩,資訊月來了 華碩添柴火,2022/11/9
2454,聯發科,聯發科秀新5G晶片 搭載手機年底上市,2022/11/9
3454,晶睿,晶睿10月營收月增42% 締新猷,2022/11/9
4526,東台,工具機業 明年Q2春燕報到,2022/11/9
5243,乙盛-KY,乙盛-KY Q3稅後純益創高 每股賺1.65元,2022/11/9
5258,虹堡,虹堡前三季每股賺5.77元 全年獲利將攀峰,2022/11/9
6285,啟碁,啟碁報喜 10月營收逾百億,2022/11/9
8420,明揚,明安/明揚業績大爆發 Q4接單滿檔,2022/11/9
8938,明安,明安/明揚業績大爆發 Q4接單滿檔,2022/11/9
9910,豐泰,豐泰前十月獲利創同期新高 EPS 9.52元,2022/11/9
1707,葡萄王,葡萄王財報 寫最強Q3,2022/11/8
2303,聯電,車用晶片製程升級 恐同步拉升對成熟製程依賴,2022/11/8
2379,瑞昱,創意/力旺 10月營收創高,2022/11/8
3443,創意,創意/力旺 10月營收創高,2022/11/8
3529,力旺,創意/力旺 10月營收創高,2022/11/8
3661,世芯-KY,世芯-KY動能強勁 大摩挺,2022/11/8
4958,臻鼎-KY,臻鼎-KY 10月業績登頂 兩岸積極擴產,2022/11/8
5274,信驊,信驊Q3每股賺15.83元 創高,2022/11/8
5347,世界,車用晶片製程升級 恐同步拉升對成熟製程依賴,2022/11/8
1220,台榮,糖供應吃緊 全球價格看漲,2022/11/7
1605,華新,華新上季獲利大噴發 每股純益2.63元,2022/11/7
2317,鴻海,0056擴編 鴻海/佳世達/瑞昱等有望入選,2022/11/7
2317,鴻海,鴻海 印度廠傳擴產iPhone,2022/11/7
2330,台積電,台廠跟團 搶搭6G早班車,2022/11/7
2352,佳世達,0056擴編 鴻海/佳世達/瑞昱等有望入選,2022/11/7
2379,瑞昱,0056擴編 鴻海/佳世達/瑞昱等有望入選,2022/11/7
2409,友達,天鈺：電視急單到 景氣最陡峭修正期已過,2022/11/7
2412,中華電,台廠跟團 搶搭6G早班車,2022/11/7
2454,聯發科,台廠跟團 搶搭6G早班車,2022/11/7
2610,華航,航空業超前部屬 迎千億商機,2022/11/7
2618,長榮航,航空業超前部屬 迎千億商機,2022/11/7
2731,雄獅,台北國際旅展 人潮衝25萬,2022/11/7
3008,大立光,大立光營收 衝近二年新高,2022/11/7
3293,鈊象,鈊象Q3獲利創高 前三季EPS 29.42元,2022/11/7
3481,群創,天鈺：電視急單到 景氣最陡峭修正期已過,2022/11/7
4938,和碩,和碩印度組裝iPhone 14 啟動,2022/11/7
4958,臻鼎-KY,臻鼎-KY 前三季賺一股本,2022/11/7
4961,天鈺,天鈺：電視急單到 景氣最陡峭修正期已過,2022/11/7
5706,鳳凰,台北國際旅展 人潮衝25萬,2022/11/7
8069,元太,元太 前三季每股賺7.08元,2022/11/7
9957,燁聯,鎳礦料源掌控度高 燁聯中長線展望樂觀,2022/11/7
無,台驊投控,台驊投控：貨櫃海運沒那麼差,2022/11/4
無,達新,董事鉅額逐筆交易,2022/11/4
1476,儒鴻,儒鴻犀利 前三季賺兩股本,2022/11/4
2347,聯強,聯強Q3獲利攀峰 每股純益5.01元,2022/11/4
2353,宏碁,宏碁庫存下降 年底可望返正常水準,2022/11/4
2603,長榮,台驊投控：貨櫃海運沒那麼差,2022/11/4
2607,榮運,榮運前三季每股淨利2.79元 遠超去年,2022/11/4
2609,陽明,台驊投控：貨櫃海運沒那麼差,2022/11/4
2615,萬海,台驊投控：貨櫃海運沒那麼差,2022/11/4
2727,王品,王品Q3獲利跳增三倍 每股賺3.77元,2022/11/4
2912,統一超,統一超報喜 前三季純益增11%,2022/11/4
8046,南電,南電前三季EPS 22.08元 上月營收創高,2022/11/4
1432,大魯閣,大股東一般交易,2022/11/4
1477,聚陽,聚陽 本季營運有望上攻,2022/11/3
2013,中鋼構,中鋼構 Q3獲利增15%,2022/11/3
2330,台積電,超微伺服器報捷 台鏈同好,2022/11/3
2382,廣達,超微伺服器報捷 台鏈同好,2022/11/3
2419,仲琦,仲琦低軌衛星 明年出貨拚倍增,2022/11/3
2618,長榮航,長榮航犀利 前三季EPS 1.21元,2022/11/3
3019,亞光,亞光 毛利率飆高,2022/11/3
5274,信驊,信驊 正向看明年營運,2022/11/3
6412,群電,群電 明年成長態勢不變,2022/11/3
6640,均華,均華 前三季賺贏去年全年,2022/11/3
6669,緯穎,超微伺服器報捷 台鏈同好,2022/11/3
6792,詠業,詠業深耕新品 開拓商機,2022/11/3
無,長榮航太,長榮航太 訂單大增,2022/11/2
無,錼創科技-KY創,錼創科技-KY創 明年擴大產品線,2022/11/2
1215,卜蜂,卜蜂/福壽 調漲飼料價,2022/11/2
1219,福壽,卜蜂/福壽 調漲飼料價,2022/11/2
2049,上銀,上銀日本廠啟用 營運喊衝,2022/11/2
2303,聯電,台積電/聯電 報價不動如山,2022/11/2
2308,台達電,外資掀電子股目標價 調升潮,2022/11/2
2330,台積電,台積電/聯電 報價不動如山,2022/11/2
2360,致茂,外資掀電子股目標價 調升潮,2022/11/2
2454,聯發科,外資掀電子股目標價 調升潮,2022/11/2
3443,創意,外資掀電子股目標價 調升潮,2022/11/2
4938,和碩,蘋果XR頭盔 和碩獨家代工,2022/11/2
6269,台郡,外資掀電子股目標價 調升潮,2022/11/2
6531,愛普*,愛普* 3DIC業務 加速發展,2022/11/2
6669,緯穎,緯穎 前三季賺贏去年全年,2022/11/2
8044,網家,網家攻雙11 優惠連發,2022/11/2
2303,聯電,經理人贈與,2022/11/2
2476,鉅祥,經理人一般交易,2022/11/2
6496,科懋,經理人信託,2022/11/2
6496,科懋,經理人信託,2022/11/2
6496,科懋,關係人配偶信託,2022/11/2
6496,科懋,經理人信託,2022/11/2
6496,科懋,經理人信託,2022/11/2
6496,科懋,董事信託,2022/11/2
6496,科懋,經理人信託,2022/11/2
6496,科懋,代表(董事)信託,2022/11/2
6496,科懋,經理人信託,2022/11/2
6791,虎門科技,經理人辦理過額配售,2022/11/2
8044,網家,經理人信託,2022/11/2
8044,網家,經理人信託,2022/11/2
8044,網家,經理人信託,2022/11/2
8936,國統,經理人一般交易,2022/11/2
1229,聯華,糧食風暴 國際穀物價大漲,2022/11/1
1232,大統益,糧食風暴 國際穀物價大漲,2022/11/1
1723,中碳,台系電池鏈 營運看旺,2022/11/1
2330,台積電,台積電美國新廠 12月啟動裝機,2022/11/1
2330,台積電,聯發科 不排除跟隨台積電漲價,2022/11/1
2360,致茂,致茂接單旺 前三季賺一股本,2022/11/1
2409,友達,電視急單湧現 面板廠鐵了心漲價,2022/11/1
2454,聯發科,聯發科 不排除跟隨台積電漲價,2022/11/1
3034,聯詠,電視急單湧現 面板廠鐵了心漲價,2022/11/1
3481,群創,電視急單湧現 面板廠鐵了心漲價,2022/11/1
4536,拓凱,拓凱 今年EPS上看18元,2022/11/1
4721,美琪瑪,台系電池鏈 營運看旺,2022/11/1
4739,康普,台系電池鏈 營運看旺,2022/11/1
5904,寶雅,寶雅 加速展店,2022/11/1
6153,嘉聯益,台郡/嘉聯益 Q3獲利靚,2022/11/1
6269,台郡,台郡/嘉聯益 Q3獲利靚,2022/11/1
6269,台郡,蘋果助攻加持 台郡估Q4營運返疫前水準,2022/11/1
6690,安碁資訊,安碁資訊 Q4營收看增10%,2022/11/1
6751,智聯服務,智聯服務 Q3純益增四倍,2022/11/1
8033,雷虎,雷虎 強攻國防軍工業,2022/11/1
2439,美律,董事洽特定人,2022/11/1
3653,健策,經理人贈與,2022/11/1
